precio;titulo;dist_centro;long;lat;long_;lat_;metros;planta;tipo_vivienda;n_banos;n_habitaciones;barrio;ciudad;renta_media_barrio_persona;desc;ascensor;garaje;trastero
111000;Piso en calle de Nicolás Salmerón;0.8449222148817112;None;None;-4.7223048;41.6459597;69;1;Piso;1;3;Caño Argales (Valladolid Capital);Valladolid;25912.0;Estupendo piso con ascensor y trastero, muy bien situado junto a la Plaza del Caño Argales.<br/><br/>Se trata de una vivienda en buen estado y semiamueblada.<br/><br/>Consta de un gran salón independiente, una cocina amueblada y equipada con electrodomésticos, 3 dormitorios, un baño con ventana, un hall de entrada...<br/><br/>Además, es exterior y muy soleado, con una terraza con salida desde el salón, desde la que se puede disfrutar de unas fantásticas vistas.<br/><br/>Por otro lado, tiene calefacción individual de gas natural y calidades como: suelos de parquet y gres, ventanas de aluminio, armario empotrado en uno de los dormitorios, puerta de entrada blindada, puertas interiores de sapelly, carpintería exterior e interior en buen estado...<br/><br/>El piso está en una buena finca con ascensor, trastero y sin barreras arquitectónicas (acceso exterior a la vivienda adaptado a personas de movilidad reducida). <br/><br/>Se encuentra situado en la céntrica zona de Panaderos, junto a la Plaza del Caño Argales. Por lo que están en una zona perfectamente comunicada y con muchísimos comercios, supermercados, colegios, centros médicos, ocio y muchos más servicios.<br/><br/>Así, tanto por sus características como por su ubicación es ideal para comenzar una nueva vida.<br/><br/>Certificado Energético: E. Certificado Emisiones: E.<br/><br/>No esperes más, ¡Llama ahora y visítalo!<br/><br/>¿Necesitas financiación? ¡Nosotros nos encargamos!<br/><br/>CasaSur. Especialistas en viviendas de segunda mano.<br/>Encuentra más en nuestra web: www.casasur.es, ¡Visítanos!;1;0;1
145000;Piso en Huerta del Rey;0.9187182514863032;None;None;-4.7390542;41.654432799999995;118;3;Piso;1;3;Huerta del Rey-Arturo Eyríes (Valladolid Capital);Valladolid;24683.0;Piso en venta en Huerta del Rey, vivienda muy bien conservada, dispone de 3 dormitorios, un baño, cocina equipada con galería, salón independiente y plaza de garaje en el mismo edificio. Ascensor. La vivienda se encuentra situada en un barrio muy próximo al centro de la ciudad, con todos los servicios y amplias avenidas. Llámanos e infórmate..;1;1;0
57900;Apartamento en calle de Cartagena;2.2227202718609904;None;None;-4.722744400000001;41.6324309;68;3;Piso;1;3;Las Delicias (Valladolid Capital);Valladolid;18614.0;Vivienda para actualizar o reformar junto en la zona cercana al Parque de la Paz. Piso de unos 68 metros construidos. 3 dormitorios. 1 baño. Salon no independiente (sale 1 dormitorio). Cocina amueblada. Calefaccion de gas natural individual con la caldera nueva. Balcon. Galeria en la cocina. Para actualizar o reformar. CON puerta de seguridad.SIN ascensor. Carpinterias: interior de sapely, exterior de aluminio. Suelos de sintasol y gres.Posibilidad de adquirir amueblado.  Comunidad: 40..;0;0;0
60000;Apartamento en calle de El Aaiún;;None;None;;;59;1;Piso;1;2;Las Delicias (Valladolid Capital);Valladolid;18614.0;Vivienda semireformada para actualizar junto al Parque de la PazPiso de 59 metros construidos. 2 dormitorios (antes 3 dormitorios). 1 baño. Salon independiente. Cocina amueblada+electrodomesticos antigua. Sin calefaccion (falta la caldera, si tiene instalacion de gas y radiadores). Todo interior. Para actualizaro reformarCON puerta de seguridad. CON 1 armario empotrado en uno de los dormitorios. Carpinterias: interior de madera, exterior de aluminio. Suelos de parquet y ceramicaComunidad: 30..;0;0;0
49500;Piso en calle de Joaquín Velasco Martín;0.9307406512797576;None;None;-4.7386906;41.6484886;89;1;Piso;1;3;Centro (Valladolid Capital);Valladolid;32596.0;Vivienda en venta zona huerta del rey frente al polideportivo, totalmente exterior, 3 habitaciones y un baño, armarios empotrados,  cocina semi-amueblada. Terraza. ¡Excelente precio!;0;0;0
150000;Piso en Paseo de Zorrilla, cerca de Calle de Domingo Martínez;0.7013216022532431;None;None;-4.7321025;41.6462515;95;4;Piso;2;4;Paseo Zorrilla-Campo Grande-Cuatro de Marzo (Valladolid Capital);Valladolid;25654.0;Piso en zona dotada de todo tipo de servicios y de calidad. Frente al Corte Inglés y al lado de la Plaza de Toros. La vivienda es un cuarto de altura, el  acceso del portal está adecuado sin barreras arquitectónicas. Es  exterior, soleada y dá al Paseo de Zorrilla,  distribuida con cuatro dormitorios, salon, cocina y dos baños. Calefacccion individual de gas;1;0;0
180000;Piso en Paseo de Zorrilla, cerca de Calle de Domingo Martínez;0.7013216022532431;None;None;-4.7321025;41.6462515;85;6-10;Piso;1;3;Paseo Zorrilla-Campo Grande-Cuatro de Marzo (Valladolid Capital);Valladolid;25654.0;Superf. 85 m², útil 85 m²,  3 habitaciones (3 dobles),  1 baño, cocina, comedor, suelos parquet, ascensor, calefacción, año construcción 1973, carpintería exterior aluminio, carpintería interior sapelly, exterior, muy luminoso;1;0;0
174000;Apartamento en calle de la Niña Guapa;1.0449817011477531;None;None;-4.7191234;41.645740100000005;112;2;Piso;2;3;Caño Argales (Valladolid Capital);Valladolid;25912.0;Vivienda totalmente reformada junto a la Plaza Circular en Valladolid. Es una vivienda amplia con una distribución óptima e independiente. Cuenta con un bonito hall - recibidor desde el cual accedemos al resto de la vivienda. Dispone de un amplio salón, cocina amueblada con galería y zona de mesa - sillas, tres dormitorios, donde la suite principal además cuenta con coqueta terraza a la calle principal, y dos baños completos. El piso cuenta con muchísima luminosidad y tiene una reforma actual, moderna, neutra y despersonalizada. Es ideal para familias que busquen la comodidad de un piso moderno y cerca del centro de Valladolid. Dispone de todo tipo de servicios cercanos (transporte, comercios, colegios, etc. )..;1;0;0
74000;Casa en calle de la Alcarria;2.0935549283335755;None;None;-4.7125721;41.6665336;75;Sin altura;Casa;1;4;Barrio España-San Pedro Regalado (Valladolid Capital);Valladolid;18984.0;Inmobiliaria estudio rondilla , vende estupenda casa en planta en el barrio de españa. Calle muy tranquila , fácil aparcamiento. Este tipo de casas de una sola planta son muy cómodas , sin escaleras , con un patio privado de 30 metros donde poder quedar con amigos y familia , tu jardín privado. La casa tiene tanto la fachada como el tejado , nuevo entero recientemente, asi como las paredes interiores y techos  . Está para actualizar por dentro  a su gusto ,con muchas posibilidades y hacer una gran casa . Consta de cuatro dormitorios y salón, cocina con salida directa al patio privado de treinta metros  y al almacén de 5 metros  . Baño con ducha y ventana reformado entero  . Construcción típica de casa molinera castellana , con suelos de gres, caldera de gas , radiadores de hierro , puerta de entrada y jardín en buen estado . No tiene gastos de comunidad .  Orientación norte-sur, muy fresca en verano . Disponemos de servicio de reformas , así como la  posibilidad de financiación al 100%. No dude en visitarla !!!!!;0;0;1
93500;Apartamento en Paseo de San Vicente, 19;1.3006582807255584;-4,7173277;41,6437765;-4.7189148;41.64273920000001;93;2;Piso;1;3;Las Flores-San Isidro-Pajarillos (Valladolid Capital);Valladolid;18025.0;Amplio Piso al principio de las Delicias.Tiene 3 dormitorios, salón, cocina y 1 bañoLa calefacción es Central.Los suelos de parquet, las ventanas en pvc, las puertas en sapelly.Una galería cubiertaLa cocina se deja amueblada con electrodomésticos.AscensorExteriorOportunidad.;1;0;0
399000;Piso en Centro;0.305122011107909;None;None;-4.728921499999999;41.6492367;122;4;Piso;2;3;Centro (Valladolid Capital);Valladolid;32596.0;Impresionante vivienda!!! En pleno corazón de valladolid, junto al campo grande y con unas maravillosas vistas al río pisuerga. Zona equipada con todos los servicios. Piso de 112 metros útiles, distribuido en salón independiente de 40 metros desde el que se accede a 2 terrazas, cocina, 3 dormitorios y 2 baños. La vivienda esta dotada de dos plazas de garajes y trastero. Lujoso portal con 2 ascensores. Llame al 635_234_501;1;1;1
185000;Piso en Huerta del Rey;0.9187182514863032;None;None;-4.7390542;41.654432799999995;124;2;Piso;2;4;Huerta del Rey-Arturo Eyríes (Valladolid Capital);Valladolid;24683.0;"Si deseas una vivienda amplia, luminosa y alegre, en un entorno privilegiado, a 5 minutos andando del centro, para reformar a tu gusto, no esperes más, llama y lo visitamos sin compromiso !!<br/>Piso de 124 m², distribuidos en 4 dormitorios, 2 baños, salón independiente con terraza, cocina amueblada simple y 5 armarios empotrados.<br/>Calefacción central y agua caliente incluidas en gastos de comunidad, total 125 € mensuales.<br/>Todo exterior.<br/>Orientación sur-este.<br/>Plaza de garaje.<br/>Ascensor y acceso minusválidos.<br/>Llámame al 615 25 44 97. Lourdes<br/>Financiación – reformas – arquitectos - herencias.";1;1;0
104700;Piso en Circular;1.1499115135079567;None;None;-4.7164066;41.647011799999994;85;4;Piso;1;4;Circula-Vadillos (Valladolid Capital);Valladolid;19662.0;Piso de 85m2, con 4 habitaciones, 1 de ellas con galería, salón cocina con galería también, amueblado.;0;0;0
78000;Piso en calle Celtas Cortos;1.798610529524986;None;None;-4.7216182;41.636625200000005;86;3;Piso;1;3;Las Delicias (Valladolid Capital);Valladolid;18614.0;"Se vende piso en la calle celtas cortos, en buena zona del barrio de las delicias, en valladolid.<br/> <br/> El inmueble, de unos ochenta metros cuadrados útiles, consta de un amplio hall con armario empotrado, un salón-comedor con salida a una galería cubierta, un baño con bañera, una cocina con salida a una galería y tres habitaciones (dos dobles y una individual). <br/> <br/> El edificio ha sido reformado recientemente: el portal está sin barreras arquitectónicas, tiene ascensor y se ha reforzado el aislamiento térmico. <br/> <br/> El piso tiene puerta blindada de entrada y se vende semi-amueblado.<br/> <br/> Está situado en una zona buenísima, haciendo esquina con paseo juan carlos i, rodeado de todos los servicios básicos necesarios (supermercados, colegios, institutos, centros médicos, autobús urbano...).<br/> <br/> Aprovecha esta magnífica oportunidad y ven a verlo con nosotros!!<br/> <br/> Incluso puedes aprovechar a visitarlo online desde el salón de tu casa....";1;0;0
390000;Casa pareada en Cañada Real;5.370757855062686;None;None;-4.7587291;41.6092494;225;Sin altura;Casa;3;4;Las Villas-Covaresa-Parque Alameda-La Rubia (Valladolid Capital);Valladolid;24575.0;Chalet seminuevo excepcionalmente bien cuidado y con altas calidades de construcción junto al parque de Covaresa, una de las zonas más demandadas y con mejor calidad de vida de Valladolid. Adosado de unos 225 metros construidos. 4 dormitorios. 3 baños (uno en suite). Salon independiente. Cocina amueblada+electrodomesticos. Calefaccion de gas natural individual con termostatos independientes en cada planta. Patio de 54 metros con cenador embaldosado. Orientacion este oeste. Todo exterior. Muy luminoso. Para entrar a vivir. CON garaje muy grande(capacidad para dos coches y 3 motos, por ejemplo, y posibilidad de convertir parte en bodega). Con trastero. CON puerta de seguridad. CON 4 armarios empotrados (vestidor en el dormitorio principal, armarios grandes en los otros dos dormitorios de la planta superior y hall).Carpinterias: interior de madera, exterior de aluminio y madera climalit. Suelos de parquet y ceramica. Distribución por plantas:Sotano: garaje. Trastero-despensa. Cuarto de calderas grande que puede usarse como trastero. Planta calle: Salon. Cocina. Dormitorio. Baño. Jardin. 1º planta: 3 dormitorios- 2 baños (uno en suite). Acceso a la vivienda con 6 escalones y pequeño jardin delantero.Año de construcción: 2005. Comunidad: 82 euros anuales..;0;1;1
42000;Apartamento en calle del Águila;1.6256837885749449;None;None;-4.7096449;41.648267100000005;56;1;Piso;1;3;Las Flores-San Isidro-Pajarillos (Valladolid Capital);Valladolid;18025.0;Estupenda oportunidad en los edificios reformados por el ayuntamiento junto a la Calle VillabáñezPiso de unos 56 metros construidos. 3 dormitorios. 1 baño reformado (que sale de la cocina). Salon no independiente (sale 1 dormitorio del mismo y es de paso hacia cocina y baño). Cocina amueblada. Sin calefaccion. Sin terraza. Todo exterior. Para actualizar o reformar. CON puerta de seguridad.SIN ascensor. Carpinterias: interior de sapely, exterior de PVC con cristales climalit. Suelos de gres.  Comunidad: 15..;0;0;0
126000;Piso en Victoria;1.394585892406357;None;None;-4.7356991;41.6633135;120;5;Piso;2;3;Girón (Valladolid Capital);Valladolid;19537.0;Precioso dúplex en avenida gijón para entrar a vivir. Muy luminoso, todo exterior. 96 m² aprox. Distribuidos en 3 dormitorios, uno de ellos con armario empotrado, un amplio salón-comedor independiente con terraza, cocina amueblada y equipada con galería completamente reformada y dos baños uno con bañera y el otro con plato de ducha. Puerta de entrada acorazada. Calefacción central. Doble ventanas de aluminio. Armario empotrado en el hall de entrada. Despensa en el hueco de debajo de la escalera. Suelos de gres. Trastero comunitario compartido con 4 propietarios. Plaza de garaje en proyecto de obra. Rodeado de zonas verdes y tranquilas. Buen acceso a la carretera y cercano a todo tipo de servicios..;1;1;1
99000;Apartamento en calle del Tranque;;None;None;;;103;3;Piso;2;3;Las Delicias (Valladolid Capital);Valladolid;18614.0;Buena oportunidad en las Delicias. Piso de 103 metros construidos. 3 dormitorios. 2 baños. Salon independiente. Cocina amueblada+electrodomesticos. Calefaccion electrica. Terraza de 7 metros. Luminoso. Para actualizar. CON plaza de garaje descubierta en patio comunitario. CON trastero. CON puerta de seguridad. CON 1 armario empotrado.SIN ascensor. Carpinterias: interior de sapely, exterior de aluminio con cristales climalit. Suelos de tarima y ceramica..;0;1;1
130000;Apartamento en Parque de Arturo León, 1;3.1294080550222367;-4,7399186;41,6247411;-4.739993407558892;41.6251371;89;1;Piso;1;3;Camino de la Esperanza-Arturo León (Valladolid Capital);Valladolid;19537.0;"Remax Pisuerga vende en Parque Arturo León.Piso de tres dormitorios, salón, cocina, baño y garaje, en perfecto estado para entrar a vivir.Situado en la zona sur de Valladolid, dispone zonas peatonales y ajardinadas, con amplios espacios.Vivienda de tres dormitorios, dos de ellos con armarios empotrados y de buen tamaño. Amplio salón con salida a una terraza amplia cubierta, con espacio para poder poner una mesa y varias sillas. Cocina totalmente amueblada, con armarios altos y bajos, dotada de todos los electrodomésticos, con acceso a una terraza de buenas dimensiones. Baño completo totalmente reformado, con plato de ducha.Plaza de garaje en el mismo edificio.Posibilidad de quedar totalmente amueblado.Todas las estancias de la vivienda son independientes.En cuanto a calidades, dispone de puerta exterior acorazada, puertas interiores de sapelly, suelos de parquet en salón y dormitorios, ventanas de aluminio, calefacción central con contadores individuales.Solicite una visita sin compromiso.Además si necesita financiación podemos ayudarles a conseguirla, debido a los acuerdos que Remax, tiene con distintas entidades financieras. "". "". "". "". ""..";1;1;0
187000;Piso en calle del Arca Real,  s/n;2.644584738695829;-4,7291864;41,6248645;-4.728073999999999;41.6281594;84;5;Piso;2;3;Ciudad de la Comunicación-Argales (Valladolid Capital);Valladolid;17745.0;5º A. Piso en un edificio de obra nueva de 84 m2 de superficie construida y ubicado en la zona de Valladolid Capital, enclavado en planta 5. Está distribuido en 3 habitaciones, 2 baños completos y terraza de 9,79 m2. Incluye extras como ascensor, garaje y trastero.;1;1;1
229000;Apartamento en calle de Gamazo;0.6689467790677657;None;None;-4.7261892;41.6462056;135;1;Piso;1;5;Caño Argales (Valladolid Capital);Valladolid;25912.0;Vivienda amplia para reformar en pleno centro de Valladolid. Excelente situación junto a la Plaza de Colón y muy cerca de las estaciones de trenes y autobuses. Piso para reformar entero de unos 135 metros construidos y 120 metros utiles. 5 habitaciones. 1 baño. Salon independiente. Cocina amueblada+electrodomesticos. Calefaccion electrica (gas hasta la ventana). Patio interior de unos 8 metros. Orientacion este-oeste. Interior. Muy tranquilo. Muchas posibilidades.SIN ascensor. Carpinterias y suelos para reformar..;0;0;0
185000;Piso en calle de Juan García Hortelano;3.63132265316148;None;None;-4.7670347;41.636650700000004;120;1;Piso;2;4;Parquesol (Valladolid Capital);Valladolid;28580.0;Oportunidad vivienda seminueva en parquesol de cuatro dormitorios , dos baños,  cocina amueblada, muy soleado,garaje, trastero. Financiamos la compra de este inmueble al 100%!!!;1;1;1
90142;Casa adosada en San Pedro Regalado;2.4309944127936096;None;None;-4.7072554;41.6669554;83;Sin altura;Casa;1;3;Barrio España-San Pedro Regalado (Valladolid Capital);Valladolid;18984.0;Se vende bonita casa molinera en el barrio de San Pedro Regalado (Camino del Cementerio). La casa se divide en dos plantas, en la planta a pie de calle encontramos el salón exterior a la calle, un baño y una luminosa cocina desde la que se accede a un pequeño patio. En la segunda planta se encuentran los 3 dormitorios que disponen de mucha claridad. La calefacción es de gas natural individual. El estado de la vivienda es para actualizar. La zona es tranquila, cuenta con todos los servicios a un paso, a 5 minutos del centro comercial Carrefour, colegios, farmacias, pistas deportivas, transporte público… y con la ronda al lado por lo que los accesos con vehículo son rápidos y cómodos, además se aparca bien. Referencia 1192..;0;0;0
71400;Piso en Valladolid;0.01856246264644492;None;None;-4.728562;41.6521328;60;4;Piso;1;2;Circula-Vadillos (Valladolid Capital);Valladolid;19662.0;Piso de dos dormitorios y un cuarto de baño. Se encuentra en la última planta de un edificio de cinco alturas sobre rasante y cero sótanos, situado en el municipio de Valladolid, capital de provincia. <br/><br/>La vivienda tiene 60 m² construidos, 50,91 m² útiles, y está distribuida en dos dormitorios, un cuarto de baño, salón-comedor, cocina, balcón y vestíbulo. <br/><br/>Cuenta con puerta de entrada de seguridad, ventanas de aluminio con cámara de doble acristalamiento, persianas de plástico, carpintería interior de madera, pintura lisa, suelos de gres en todas sus dependencias, baños con sanitario y grifería mono mando. <br/><br/>El inmueble se encuentra en una zona tranquila, rodeado por viviendas residenciales de similares características. Bien comunicado con los accesos al municipio, cercano a comercios, establecimientos y equipamientos..;0;0;0
76000;Apartamento en Pajarillos;1.690875333568663;None;None;-4.7092621;41.647171500000006;87;6-10;Piso;1;3;Las Flores-San Isidro-Pajarillos (Valladolid Capital);Valladolid;18025.0;Piso de unos 70 metros utiles. 3 habitaciones. 1 baño reformado. Salon NO independiente. Cocina amueblada simple. Calefaccion central. Galeria. Todo exterior. Para entrar o actualizar. CON 2 ascensores. CON puerta de seguridad.Carpinterias: interior sapely, exterior origen madera. Suelos terrazo. Posibilidad amueblado. Agua caliente calentador electrico.Año: 1976..;1;0;0
90000;Piso en Pilarica;1.6994739071641916;None;None;-4.7081995;41.6532809;77;3;Piso;1;3;Belén-Pilarica (Valladolid Capital);Valladolid;19.537;"Excelente piso en zona facultades. 3 Dormitorios, salón cocina y baño. Totalmente independiente, muy luminoso y tranquilo. Excelentes vistas con 2 terrazas y calefacción de gas natural. Ascensor en el edificio con portal totalmente reformado y sin barreras arquitectónicas. <br/>No dudes en llamarnos, estaremos encantados en darte la información que necesitas; 983.505.085.";1;0;0
138000;Piso en Carretera a Rueda, cerca de Calle del Licenciado Bellogín;32.81629534629926;None;None;-4.959753299999999;41.412978499999994;110;5;Piso;1;3;Las Villas-Covaresa-Parque Alameda-La Rubia (Valladolid Capital);Valladolid;24575.0;Oportunidad vivienda en la mejor zona de la rubia de tres dormitorios, cocina amueblada, gran terraza, muy luminoso, garaje.financiamos la compra de este inmueble al 100%.;1;1;0
183900;Piso en Colegio San Agustin;3.9127050072152185;None;None;-4.730927336377864;41.61678535;80;5;Piso;2;2;Ciudad de la Comunicación-Argales (Valladolid Capital);Valladolid;17745.0;Ático amueblado de nueva construcción, 80m2 dos habitaciones, dos baños. 5ª planta con ascensor. Garaje, trastero y piscina. CE:A.;1;1;1
265000;Apartamento en calle de Ladrillo;;None;None;;;110;3;Piso;2;3;Ciudad de la Comunicación-Argales (Valladolid Capital);Valladolid;17745.0;Amplio piso seminuevo en Residencial Ariza, en la Ciudad de la Comunicación, en pleno Paseo Arco de Ladrillo. 110 metros construidos. 3 dormitorios. 2 baños (uno en suite con bañera, el otro con plato de ducha). Salon independiente. Cocina amueblada+electrodomesticos con tendedero cubierto. Calefaccion de gas natural individual. Todo exterior. Luminoso. Para entrar a vivir. CON plaza de garaje para coche grande. CON trastero. CON 2 ascensores. CON puerta de seguridad. CON 4 armarios empotrados vestidos en el hall y los dormitorios. Carpinterias: interior de madera, exterior de aluminio climalit verde. Suelos de parquet y ceramica. Piscina. Zona ajardinada. Zona comunitaria. Zona infantil. Portal accesible para personas con movilidad reducidaAño de construcción: 2004. Comunidad: 52..;1;1;1
93000;Piso en calle del Esperanto;2.04212475809934;None;None;-4.7367648;41.634651;80;3;Piso;1;3;Camino de la Esperanza-Arturo León (Valladolid Capital);Valladolid;19537.0;Oportunidad vivienda en zorrilla junto al corte inglés de tres dormitorios, muy soleado, cocina amueblada. Financiamos la compra de este inmueble sin entrada y al 100%.;1;0;0
93000;Piso en calle del Príncipe, nº 12;1.2116193327649218;-4,71449335835187;41,6486760212332;-4.7145980000000005;41.648825099999996;71;2;Piso;1;3;Circula-Vadillos (Valladolid Capital);Valladolid;19662.0;Magnífico piso reformado moderno, con ascensor y garaje (opcional), muy bien situado junto a la Plaza Circular.<br/><br/>Se trata de una vivienda completamente reformada recientemente.<br/><br/>Consta de un salón independiente, un gran comedor, una cocina amueblada, 3 dormitorios, un baño con plato de ducha...<br/><br/>Además, es exterior y muy soleado, con una terraza acristalada localizada en el salón.<br/><br/>Por otro lado, tiene calefacción individual de gas natural y buenas calidades como: suelos de tarima flotante, ventanas de aluminio lacado en blanco y Climalit, puerta de entrada blindada, puertas interiores de roble, instalaciones nuevas, carpintería exterior e interior reformadas...<br/><br/>El piso está en una buena finca con ascensor y sin barrera arquitectónicas (acceso exterior a la vivienda adaptado a personas de movilidad reducida).<br/>Cabe destacar, que hay opción a plaza de garaje (no incluida en el precio).<br/><br/>Se encuentra ubicado en Circular, una zona semicentro muy bien comunicada y con colegios, centros médicos, comercios, supermercados, restaurantes y todo tipo de servicios.<br/><br/>Así, tanto por sus características como por su ubicación es ideal para comenzar una nueva vida.<br/><br/>Certificado Energético: E. Certificado Emisiones: E.<br/><br/>No esperes más, ¡Llama ahora y visítalo!<br/><br/>¿Necesitas financiación? ¡Nosotros nos encargamos!<br/><br/>CasaSur. Especialistas en viviendas de segunda mano.<br/>Encuentra más en nuestra web: www.casasur.es, ¡Visítanos!;1;1;0
99500;Finca rústica en calle de la Tierra del Pan, cerca de Calle de la Montaña;1.9668965527745983;-4,7157693;41,666512;-4.7150026;41.6664855;188;Sin altura;Loft y Finca;2;4;Barrio España-San Pedro Regalado (Valladolid Capital);Valladolid;18984.0;"""Casa molinera en la mejor zona del barrio España, a la entrada de la calle tierra de pan, a escasos metros del carrefour. Se divide en planta baja, patio y planta primera. En planta baja tenemos recibidor, salón, amplia cocina totalmente equipada y con chimenea. En la primera planta tiene 4 dormitorios, dos de ellos exteriores a la misma calle Tierra del Pan.Consta de garaje para dos coches. Vistas despejadas y a escasos 30 segundos del paseo de cauce.Para más información o concertar una visita, mi nombre es Miguel. Tf. 671 455 677. Buen día..";0;1;0
207000;Apartamento en Paseo de Zorrilla;0.7013216022532431;None;None;-4.7321025;41.6462515;89;6-10;Piso;1;2;Paseo Zorrilla-Campo Grande-Cuatro de Marzo (Valladolid Capital);Valladolid;25654.0;Piso de unos 72 metros. 2 habitaciones. 1 baño. Salon independiente. Cocina sin amueblar. Calefaccion central. Para reformarcon ascensor. Con doble ventana. Con 1 empotradocarpinterias: interior de sapely, exterior de aluminio anoniado y aluminio. Suelos de parquetaño: 1972. Comunidad: 50..;1;0;0
93600;Apartamento en Huerta del Rey;0.9187182514863032;None;None;-4.7390542;41.654432799999995;118;3;Piso;2;4;Huerta del Rey-Arturo Eyríes (Valladolid Capital);Valladolid;24683.0;Piso en huerta del rey de 4 dormitorios, 2 baños, ventanas dobles de aluminio, 4 armarios empotrados, cocina amueblada. Exterior. Ascensoroportunidad..;1;0;0
68000;Piso en calle de Joaquín Velasco Martín;0.9307406512797576;None;None;-4.7386906;41.6484886;85;2;Piso;2;3;Huerta del Rey-Arturo Eyríes (Valladolid Capital);Valladolid;24683.0;Oportunidad vivienda en huerta del rey de tres dormitorios, dos baños, cocina amueblada, muy soleado. Financiamos la compra de este inmueble sin entrada y al 100%!!!;0;0;0
99000;Apartamento en Plaza de las Batallas;1.295006284142829;None;None;-4.713262620616368;41.65418215;69;3;Piso;1;3;Circula-Vadillos (Valladolid Capital);Valladolid;19662.0;Buena vivienda en la Plaza de las Batallas. Piso de 69 metros construidos. 3 dormitorios. 1 baño. Salón no independiente. Cocina amueblada+electrodomésticos.Calefacción de gas natural individual con galería de unos 4 metros. Reformado.CON puerta de seguridad. CON doble ventana. CON 2 armarios empotrados. SIN ascensorCarpinterias: interior de madera de pino, exterior de aluminio. Suelos de parquet y ceramica. Excelente situación en zona semicéntrica de la ciudad, con todo tipo de servicios cercanos..;0;0;0
234000;Piso en calle de Ignacio Serrano, cerca de Calle de Miguel de Unamuno;5.162043268311772;None;None;-4.7567231;41.6105842;110;1;Piso;2;3;Las Villas-Covaresa-Parque Alameda-La Rubia (Valladolid Capital);Valladolid;24575.0;Oportunidad vivienda en Covaresa de tres dormitorios, dos baños, muy soleado, cocina amueblada, gran terraza, garaje ,trastero, zonas comunes con piscina , jardines, excelente inversión!!!;1;1;1
149000;Piso en Canterac;2.38943493421248;None;None;-4.713747799999999;41.6335302;111;1;Piso;1;4;Las Delicias (Valladolid Capital);Valladolid;18614.0;"Magnífico piso con ascensor, garaje y trastero, muy bien situado en la mejor zona de Delicias, Canterac.<br/><br/>Se trata de una vivienda en perfecto estado y semiamueblada, ¡Lista para entrar a vivir!<br/><br/>Es amplísima. Consta de un gran salón independiente, una cocina amueblada y equipada con electrodomésticos, 4 dormitorios, un baño con plato de ducha, hall de entrada...<br/><br/>Además, es exterior y muy soleado, con 1 gran terraza con salida desde el salón, desde la que se puede disfrutar de unas bonitas vistas; y la otra, tipo galería, localizada en la cocina.<br/><br/>Por otro lado, tiene calefacción individual de gas natural y buenas calidades como: suelos de parquet, ventanas de aluminio, puerta de entrada blindada, puertas interiores de sapelly, carpintería exterior e interior en buen estado...<br/><br/>El piso está en una buena finca con ascensor y sin barreras arquitectónicas (acceso exterior a la vivienda adaptado a personas de movilidad reducida).<br/>Cabe destacar que cuenta con una plaza de garaje amplia y con un trastero, ambos incluidos en el precio.<br/><br/>Se encuentra ubicado en la mejor zona de Delicias, Canterac; a pocos minutos de la Plaza Circular. Una zona muy bien comunicada y con colegios, comercios, supermercados, restaurantes y todo tipo de servicios. <br/><br/>¡Tanto por sus características como por su ubicación es ideal para comenzar una nueva vida!<br/><br/>No esperes más, ¡Llama ahora y visítalo!<br/><br/>¿Necesitas financiación? ¡Nosotros nos encargamos!<br/><br/>CasaSur. Especialistas en viviendas de segunda mano.<br/>Encuentra más en nuestra web: www.casasur.es, ¡Visítanos!";1;1;1
63000;Piso en calle del Águila;1.6256837885749449;-4,7100553;41,647682;-4.7096449;41.648267100000005;55;3;Piso;1;2;Las Flores-San Isidro-Pajarillos (Valladolid Capital);Valladolid;18025.0;"Ocasion. Vendo bonito piso exterior en calle aguila, piso 3º.<br/> La vivienda tiene 55 metros con 2 dormitorios, salón, cocina, baño, amplia terraza con salida desde el salón, ventanas de aluminio blanco (de calidad)  con rotura de puente térmico, puertas modernas  de madera, calefacción individual de gas natural, con radiadores de aluminio y toallero secador en el baño. Cocina con electrodomésticos.<br/> Todo reformado recientemente.<br/> Está  para entrar a vivir<br/>Si es necesario.puedo dejar algún mueble";0;0;0
69500;Piso en calle de la Tierra;1.4552496789237557;None;None;-4.732421700000001;41.6647405;81;2;Piso;1;3;La Victoria (Valladolid Capital);Valladolid;24683.0;Piso para entrar a vivir en La Victoria de 70m., 3 dormitorios, amplio salon con cocina americana, baño reformado con plato de ducha. Calefaccion de gas natural, suelos de gres y parquet, 2 armarios empotrados y terraza cerrada. Buenas vistas. Zona de facil aparcamiento. Venga a visitarlo: Solcasa Inmobiliaria, 983.36.12.26;0;0;0
